mu_J,mu_M,mu_F,gamma,alpha,Kc,beta,f,mating_radius,density_radius,oviposition_radius,movement_radius,beta_0
0.07261040222971099,0.06895826300171985,0.08455956519141375,0.1099971313118351,0.0019309873425356941,144.6249946271364,0.03577452453621098,9.555644525894063,5.304394515153264,1.507706083297576,14.886986172431918,4.430795872802393,10.585888080220311
0.09980084851444945,0.18850841611721914,0.12762939570131962,0.06570871847212675,0.0010915873339725094,90.22537756661659,0.033958711146736965,2.6649419808397212,4.203902962425934,5.589001249220175,6.09473290126412,5.9584304255601985,10.860750517434711
0.04699655297103472,0.050868364324082316,0.10822628875354351,0.1336277738568453,0.0015949389015574383,124.6395308987553,0.025950290020456637,8.552095822062068,5.88151908412996,4.680873881232127,9.59347023765031,4.941676431403758,11.2856410130373
0.09475359285154794,0.08508413863665865,0.07394326219276469,0.09255489955098517,0.0012169071308961795,193.67072027576464,0.019644208756579053,4.392680466857541,6.640683615637502,5.884527456301216,12.535230648249575,3.0596390197701053,19.192683127749618
0.05300526144533905,0.08177946909627516,0.04183208181347999,0.12404146495025233,0.0005352891467354312,130.44374704492247,0.010157526024980015,7.294210162587633,6.122455912048582,1.4888892570075185,11.802249853005282,1.1095983957644486,16.79366216756764
0.0779339217104991,0.10334677162914009,0.06832187134930007,0.08128227941940165,0.0008977092200480217,120.31699007170371,0.023094434402696287,7.827444972405444,2.040221581424704,5.934807746237108,5.263698046461454,4.111118352990825,7.903324407634772
0.0751565825569748,0.15446016946160945,0.13237738566810817,0.05073228504149857,0.0016402627607887384,87.36558634748917,0.01741674326835547,9.919651090952968,9.132721057018784,1.7255284932251476,9.462827128326714,2.6950467542029326,13.741458513515438
0.061423247679165474,0.07961812592927263,0.09505465428189712,0.04572315190704676,0.0005953616397865576,176.90079405073823,0.02404362632540643,6.467296031481185,7.860844576205994,1.2426194825475148,6.694962138436109,3.193904837824766,11.602583357199016
0.07042874108271578,0.12831373822455033,0.13919930578652392,0.06901253149296946,0.0010416485978815013,159.16727435694727,0.037739611417904245,6.959865914841996,7.262419322167727,1.9240916652386,15.787217325260878,2.491529315273336,19.478459038106486
0.04002866042180871,0.1924726928972461,0.15267161338789614,0.0794455681900953,0.0005730314920897315,76.91477834602104,0.03708270075588807,9.193729775448725,5.679115375870245,2.5475381401113557,17.944156041095663,5.066796426232811,11.362905928996867
0.0773253080541649,0.06749344657021764,0.053730847257892476,0.08498897606217973,0.001178740146526967,181.73251548687486,0.03605868555350439,3.130296462581824,6.2752442641631205,5.329858763651497,16.32281752764682,2.187487201383308,6.1277038294945
0.039172443736720464,0.05686596636483343,0.09186298102834722,0.0770538208055129,0.0008661611753798962,65.29550885777314,0.018325979013023623,7.3790770755831625,4.811692906051596,2.8221827070447723,7.15288684114119,4.3472847740190455,17.626829191082628
0.08262667807740165,0.16768900697432917,0.15384635659868168,0.04461748785902207,0.0006682581401480994,195.6969016382989,0.02551971448832229,6.0234366073367465,3.1219399575377498,3.3666584107502366,14.538176756551147,3.559981550988129,6.4556188674757955
0.0888946490303815,0.10091616662006586,0.15008028033222967,0.11392043472810669,0.0015611932950958373,150.82523077258492,0.026626032872177068,6.829349230704663,6.536521231811605,3.473450444276418,15.033955023031524,3.70082616086583,13.261728954924148
0.08383865315139413,0.10459109151911712,0.11245533888876502,0.12714662953824657,0.0017218340367156336,112.53451028643462,0.03921675123843114,8.468303309420513,2.69685706230062,3.7973526638635757,7.60595131558596,4.777612091390824,7.0045845403409555
0.0258820217783431,0.07147767436287394,0.08271115933000077,0.09047701778921079,0.001257696273391268,73.47205630833867,0.023270673729255852,8.741143627476667,5.820531785960226,2.275438309897453,17.794676965790625,2.073557871514865,16.483447357276816
0.06365238090199418,0.1438704614599822,0.138215208254245,0.06437631418498092,0.0013667208025180805,197.11691108863835,0.014585326213611957,5.209006289460151,4.262165070986768,5.172038423215911,12.82953007880769,2.3798981081165396,15.072117683007397
0.048409944428978016,0.06390685197113699,0.0761603953231253,0.03559755204053374,0.0017522489764120847,83.91168419711825,0.02125840935196218,4.077096936365399,2.2453293330679065,1.6733496461706738,19.104280336484884,1.0711039515946963,8.56629031245993
0.027548663121522377,0.12781917655882685,0.06131550111893114,0.08854234873466214,0.0009646354869985282,167.34251627708562,0.038277760735926834,3.8855076436401803,6.421710660656458,5.69770638951574,5.524666232469339,2.76663962230593,14.847816902646183
0.05460364988867788,0.1338154465919289,0.14227939878049808,0.0944846598475815,0.0019484642468889986,155.8733384458375,0.020573589508442056,8.052547850788688,4.503121435932327,1.8012089500632462,8.2775391143776,4.040571231152762,8.160631086415915
0.03509086021552669,0.05520243619503841,0.1213131137629905,0.08605951499081756,0.0018818988850213224,147.46556053235463,0.012310427414677128,3.843332260762666,3.5549153406436753,1.3199452570330543,9.898611786190983,1.9545833805695942,7.312272086298838
0.04967372697239758,0.18569278679772477,0.06409882457178646,0.13403138520472913,0.000705587722874955,68.06362320886134,0.011203164126592271,4.2058872364186115,7.418157493798976,4.069170831244859,6.401074852822407,1.8233141392983587,15.951700394522183
0.032659094311714404,0.196714260343254,0.10083692146165447,0.11833148233795117,0.0012290518838903187,105.4424535436396,0.017163900190181713,5.724649949408432,4.64891061389287,2.0712823153734363,15.273593333603664,5.3125132554221866,19.737972399316956
0.06519688509567248,0.11484991098824698,0.044479779404610044,0.060569378372751524,0.0006344226482347764,62.92249994975852,0.0316317351047623,2.647163797183206,5.371922954148613,4.198106551938227,5.643616699400893,1.7941029320788766,9.14696550242576
0.09075598558346626,0.11143656651773517,0.12299710567745506,0.040072409458198795,0.0018643426160942778,54.32953561846825,0.018728588975421616,8.289200735677198,7.119348218747117,2.478358063787037,12.371774458697136,3.3647694945777715,8.821683958038918
0.09738388139708243,0.17723013375794217,0.049461008283571896,0.10461508661078044,0.0007716377224088664,79.31358484391843,0.024792447540893273,3.2570248588534882,2.3334368331371955,5.4871496851269725,10.846528895609346,2.235036786759454,17.58379767877272
0.0816384304851604,0.1738751771328274,0.0715033666298219,0.055054505248667306,0.00129895146776564,107.81266569034625,0.02257677063579134,5.4261837032790545,4.04404194639033,3.024495813351405,8.484905383633638,5.768157012115743,5.866475313142589
0.0295657128456203,0.16282734687129902,0.05890263548877328,0.12179984283296098,0.0014968630303231836,138.54118895020724,0.019139344398569208,3.4787686571929473,5.155967237616675,2.738237358498877,15.971814859618124,5.64734221241656,9.802121448761316
0.0923387295794936,0.12433289101831314,0.15940078977677694,0.0496713519394182,0.001549970842574272,135.53356173728753,0.030634055434530794,6.123237682575106,9.915824121869765,4.288450307533066,16.781276584655178,4.280899409094459,15.269034365726016
0.05944136461335502,0.09059519777691406,0.1299726612902358,0.09695442531688135,0.0013398965458463153,166.71648346007782,0.021502683414705695,7.487467093489581,2.83344109001204,5.737729366190035,7.854277080450574,3.2432170135737,14.278687058556914
0.069072476425303,0.15164344866809207,0.15543015118467501,0.13817031984282002,0.0011452489892806311,99.09132210091363,0.029939073327122,4.720474179808884,9.639488695000717,2.9436651194255994,17.103118802616095,2.851957201025498,5.016747315097184
0.0856301472083959,0.12023370744865858,0.08737882309807515,0.05988280733260249,0.0005039849142135487,190.6895824927203,0.03128149599866098,4.815141433757359,4.911920061170436,3.1525623384707133,13.34714885158065,2.5577735411581752,16.17068353769078
0.08659654553632193,0.06017119434239151,0.11147550006543464,0.13687773292637834,0.001105483317610545,140.1377345514635,0.03654821158095931,9.353808124779526,7.607756398441286,3.6053118076445214,13.491658990910844,2.9507670357721216,13.629758295464347
0.0553869934571173,0.0946128758619702,0.14559137602812997,0.11944232555084813,0.0017667978272499572,175.31600519061726,0.026901168838024188,5.8405187090047725,8.771998356535008,3.5982746800682204,18.4574969733699,3.412832711451796,5.459428860026677
0.05987765093015202,0.16503269901688375,0.07921726593101408,0.052456147562848575,0.0019826474429126646,125.80646783181074,0.027973995116762997,7.710242476918472,7.926142799971762,4.422366246934112,8.87546209740788,4.849420526631836,10.21930917871427
0.02828222794005776,0.10883187819682687,0.14748278378955126,0.10679101252355527,0.0007100010037812733,170.78597084938366,0.015659521837597546,9.753485611987973,3.0799854204910635,4.552924739343057,11.392319025484436,1.287516143408829,18.842107701849734
0.04594266636296229,0.137992408156019,0.10682429398348578,0.04179381092315595,0.001414543261262785,56.30915234595173,0.029490359139169954,8.914953097153086,7.460057998204534,5.2744620165980765,17.374891405912557,1.317437569009892,18.579861942305033
0.06631605579760064,0.1848479857868548,0.13541190034403952,0.06807627608895772,0.0008032511537488816,113.47782526524702,0.016058612640133068,9.011589014176757,8.473848206857344,3.208302423078452,10.154125855810198,3.8810905512137905,15.504290503761064
0.04262889750581288,0.08651969996087991,0.10272047414905117,0.11179778981708306,0.0013721429218821696,92.8770310818949,0.028007304132702075,7.082471171989955,8.898039577927864,2.399200329418613,10.533538790290145,1.417681669666209,18.270547642659217
0.036519100785287716,0.19965199906190034,0.08861736226314457,0.13062411110202882,0.0008457420587572373,118.33150813644059,0.033321249936292416,4.927796165381004,3.349583310932793,4.817620639590372,14.270933234671766,1.6100956457883648,14.382614421804616
